"","V1","V2"
"963","glorios","0.004"
"964","glorreich","0.004"
"965","glänzen","0.3397"
"966","glänzend","0.2082"
"967","glücklich","0.115"
"968","glühend","0.004"
"969","gnädig","0.004"
"970","golden","0.004"
"971","goldig","0.1991"
"972","grandios","0.1843"
"973","gratulieren","0.065"
"974","gravierend","0.004"
"975","greifbar","0.0886"
"976","grenzenlos","0.004"
"977","groß","0.3694"
"978","großartig","0.4606"
"979","großspurig","0.004"
"980","großzügig","0.2077"
"981","grundlegend","0.004"
"982","grundsätzlich","0.004"
"983","größtmöglich","0.004"
"984","gründlich","0.004"
"985","gut","0.3716"
"986","gutgehend","0.004"
"987","gönnen","0.3387"
"988","göttlich","0.004"
"989","gültig","0.004"
"990","günstig","0.0946"
"991","gütig","0.004"
"992","gütlich","0.004"
"993","handfest","0.004"
"994","handlich","0.2025"
"995","harmonisch","0.3489"
"996","harmonisieren","0.0828"
"997","hartnäckig","0.004"
"998","hauptsächlich","0.004"
"999","heben","0.2219"
"1000","heil","0.3414"
"1001","heilen","0.004"
"1002","heilig","0.0727"
"1003","heilsam","0.2007"
"1004","heiraten","0.004"
"1005","heiter","0.2013"
"1006","heiß","0.3557"
"1007","helfen","0.373"
"1008","hell","0.235"
"1009","heranwachsen","0.0867"
"1010","heraufsetzen","0.004"
"1011","herausgehoben","0.004"
"1012","herausragen","0.004"
"1013","herrlich","0.4821"
"1014","herrschaftlich","0.004"
"1015","hervorragend","0.5891"
"1016","herzig","0.004"
"1017","herzlich","0.004"
"1018","hilfreich","0.0926"
"1019","hilfsbereit","0.3377"
"1020","himmlisch","0.2088"
"1021","hinausgehend","0.004"
"1022","hingeben","0.0762"
"1023","hinhauen","0.004"
"1024","hinreichend","0.004"
"1025","hinreißend","0.0841"
"1026","hinterlassen","0.004"
"1027","hinzufügen","0.004"
"1028","hinzunehmen","0.004"
"1029","historisch","0.004"
"1030","hoch","0.004"
"1031","hochattraktiv","0.004"
"1032","hochgestellt","0.004"
"1033","hochgradig","0.004"
"1034","hochhalten","0.004"
"1035","hochheben","0.004"
"1036","hochkarätig","0.004"
"1037","hochklassig","0.004"
"1038","hochrangig","0.004"
"1039","hochtreibend","0.004"
"1040","hochwertig","0.0849"
"1041","hoffen","0.2318"
"1042","hoffnungsfroh","0.004"
"1043","hoffnungsvoll","0.1853"
"1044","human","0.004"
"1045","humanitär","0.004"
"1046","humorvoll","0.317"
"1047","hundertprozentig","0.0796"
"1048","höchstmöglich","0.004"
"1049","höflich","0.004"
"1050","hörenswert","0.004"
"1051","hübsch","0.4629"
"1052","ideal","0.0937"
"1053","idyllisch","0.004"
"1054","illustre","0.004"
"1055","immens","0.004"
"1056","imponierend","0.004"
"1057","imposant","0.004"
"1058","inbrünstig","0.004"
"1059","individuell","0.004"
"1060","ingeniös","0.004"
"1061","innovativ","0.3302"
"1062","inspirieren","0.004"
"1063","inspirierend","0.0786"
"1064","intakt","0.004"
"1065","integer","0.004"
"1066","integrieren","0.0908"
"1067","intelligent","0.1238"
"1068","intensiv","0.004"
"1069","interessant","0.2488"
"1070","interessieren","0.004"
"1071","interessiert","0.004"
"1072","investieren","0.004"
"1073","jubeln","0.0756"
"1074","kinderleicht","0.004"
"1075","klaglos","0.004"
"1076","klar","0.004"
"1077","klasse","0.3474"
"1078","klassisch","0.004"
"1079","klettern","0.457"
"1080","klimatisiert","0.004"
"1081","klug","0.3532"
"1082","klären","0.004"
"1083","knorke","0.004"
"1084","knuddelig","0.2086"
"1085","knuffig","0.0974"
"1086","kollegial","0.0809"
"1087","komfortabel","0.08"
"1088","kommod","0.004"
"1089","kommunikativ","0.004"
"1090","kompatibel","0.004"
"1091","kompensieren","0.004"
"1092","kompetent","0.0789"
"1093","komplett","0.004"
"1094","konfliktfrei","0.004"
"1095","kongenial","0.004"
"1096","konkret","0.004"
"1097","konkurrenzfähig","0.004"
"1098","konsequent","0.004"
"1099","konsistent","0.004"
"1100","konsolidieren","0.004"
"1101","konstant","0.087"
"1102","konstruktiv","0.0894"
"1103","konsultieren","0.004"
"1104","kontinuierlich","0.004"
"1105","konzertiert","0.004"
"1106","kooperativ","0.004"
"1107","kooperieren","0.004"
"1108","koordinieren","0.004"
"1109","koordiniert","0.004"
"1110","korrekt","0.004"
"1111","kostbar","0.0777"
"1112","kostengünstig","0.004"
"1113","kostenlos","0.004"
"1114","kraftvoll","0.2214"
"1115","kreativ","0.5865"
"1116","kritisch","0.004"
"1117","kräftig","0.2408"
"1118","kulant","0.004"
"1119","kultiviert","0.0731"
"1120","kunstreich","0.004"
"1121","kunstvoll","0.004"
"1122","kurieren","0.004"
"1123","kümmern","0.2016"
"1124","künstlerisch","0.004"
"1125","lachen","0.0135"
"1126","langlebig","0.2026"
"1127","lautstark","0.004"
"1128","lebendig","0.0947"
"1129","lebensfähig","0.004"
"1130","lebhaft","0.2146"
"1131","legal","0.004"
"1132","legendär","0.004"
"1133","legitim","0.004"
"1134","leicht","0.004"
"1135","leidenschaftlich","0.1988"
"1136","leistungsfähig","0.3222"
"1137","leistungsstark","0.004"
"1138","lernen","0.2492"
"1139","leuchtend","0.0821"
"1140","leutselig","0.004"
"1141","liberal","0.004"
"1142","lieb","0.1131"
"1143","liebenswert","0.2077"
"1144","liebenswürdig","0.2001"
"1145","liebevoll","0.4657"
"1146","lindern","0.004"
"1147","loben","0.4445"
"1148","lobenswert","0.0821"
"1149","locker","0.2381"
"1150","logisch","0.0936"
"1151","lohnen","0.004"
"1152","lohnend","0.1875"
"1153","loyal","0.004"
"1154","lukrativ","0.004"
"1155","luxoriös","0.004"
"1156","luxuriös","0.0835"
"1157","lächeln","0.3399"
"1158","lässig","0.2095"
"1159","löblich","0.004"
"1160","lösen","0.004"
"1161","lückenlos","0.004"
"1162","magisch","0.004"
"1163","majestätisch","0.073"
"1164","makellos","0.2"
"1165","malerisch","0.0753"
"1166","markant","0.1935"
"1167","massiv","0.004"
"1168","maximal","0.004"
"1169","maximieren","0.004"
"1170","meisterhaft","0.004"
"1171","meisterlich","0.004"
"1172","menschenwürdig","0.004"
"1173","menschlich","0.3324"
"1174","messbar","0.004"
"1175","mild","0.3303"
"1176","miteinander","0.3697"
"1177","mitfühlen","0.0922"
"1178","mitmenschlich","0.004"
"1179","mobil","0.004"
"1180","mobilisieren","0.004"
"1181","modern","0.2287"
"1182","modernisieren","0.004"
"1183","mondän","0.004"
"1184","monumental","0.004"
"1185","moralisch","0.004"
"1186","motivieren","0.2248"
"1187","motiviert","0.3541"
"1188","mustergültig","0.004"
"1189","mutig","0.3435"
"1190","mächtig","0.2277"
"1191","mögen","0.345"
"1192","möglich","0.004"
"1193","mühelos","0.004"
"1194","nachahmenswert","0.0818"
"1195","nachhaltig","0.004"
"1196","nah","0.2267"
"1197","namhaft","0.004"
"1198","nennenswert","0.004"
"1199","nett","0.1405"
"1200","neu","0.004"
"1201","niedlich","0.0987"
"1202","nutzbringend","0.004"
"1203","nähren","0.004"
"1204","nützen","0.004"
"1205","nützlich","0.2302"
"1206","offensichtlich","0.004"
"1207","optimal","0.2162"
"1208","optimistisch","0.004"
"1209","ordentlich","0.0073"
"1210","ordnungsgemäß","0.004"
"1211","original","0.004"
"1212","packend","0.004"
"1213","paradiesisch","0.2068"
"1214","partnerschaftlich","0.004"
"1215","passend","0.1201"
"1216","perfekt","0.7299"
"1217","pflegen","0.2325"
"1218","phantasievoll","0.3064"
"1219","phantastisch","0.565"
"1220","phänomenal","0.08"
"1221","planmäßig","0.004"
"1222","planvoll","0.004"
"1223","plausibel","0.004"
"1224","pompös","0.004"
"1225","populär","0.004"
"1226","positiv","0.004"
"1227","potent","0.0864"
"1228","prachtvoll","0.004"
"1229","praktikabel","0.0744"
"1230","praktisch","0.1026"
"1231","prall","0.09"
"1232","preisgünstig","0.004"
"1233","prima","0.5766"
"1234","privilegiert","0.004"
"1235","problemlos","0.004"
"1236","produktiv","0.004"
"1237","professionell","0.467"
"1238","profiliert","0.004"
"1239","profitabel","0.004"
"1240","profitieren","0.004"
"1241","progressiv","0.004"
"1242","prominent","0.004"
"1243","protzig","0.004"
"1244","prunkvoll","0.004"
"1245","prächtig","0.335"
"1246","präzis","0.004"
"1247","präzise","0.004"
"1248","puppig","0.004"
"1249","pünktlich","0.086"
"1250","qualifizieren","0.004"
"1251","qualifiziert","0.004"
"1252","qualitativ","0.004"
"1253","qualitätsvoll","0.004"
"1254","quicklebendig","0.004"
"1255","raffiniert","0.004"
"1256","rational","0.004"
"1257","realistisch","0.2089"
"1258","rechtfertigen","0.004"
"1259","rechtlich","0.004"
"1260","rechtmäßig","0.004"
"1261","rechtsgültig","0.004"
"1262","rehabilitieren","0.004"
"1263","reibungslos","0.1965"
"1264","reich","0.1247"
"1265","reichhaltig","0.209"
"1266","reichlich","0.3617"
"1267","reif","0.0807"
"1268","reifen","0.0886"
"1269","rein","0.004"
"1270","reinigen","0.004"
"1271","reizend","0.0787"
"1272","reizvoll","0.004"
"1273","relevant","0.004"
"1274","renommiert","0.004"
"1275","renovieren","0.004"
"1276","rentabel","0.004"
"1277","reparieren","0.004"
"1278","repräsentativ","0.004"
"1279","respektabel","0.004"
"1280","respektieren","0.004"
"1281","respektvoll","0.004"
"1282","retten","0.004"
"1283","revanchieren","0.004"
"1284","richtig","0.004"
"1285","richtigstellen","0.004"
"1286","riesengroß","0.004"
"1287","riesig","0.4554"
"1288","robust","0.0968"
"1289","romantisch","0.6965"
"1290","rosarot","0.004"
"1291","rosig","0.0755"
"1292","ruhig","0.3815"
"1293","ruhmreich","0.004"
"1294","rückhaltlos","0.004"
"1295","rücksichtsvoll","0.004"
"1296","rückversichern","0.004"
"1297","rührig","0.004"
"1298","sachgemäß","0.004"
"1299","sagenhaft","0.0907"
"1300","sanft","0.338"
"1301","satt","0.3557"
"1302","sauber","0.3553"
"1303","schaffen","0.004"
"1304","scharf","0.2248"
"1305","schenken","0.204"
"1306","schick","0.3372"
"1307","schillern","0.004"
"1308","schillernd","0.004"
"1309","schlagend","0.004"
"1310","schlank","0.2349"
"1311","schlau","0.341"
"1312","schlüssig","0.0809"
"1313","schmackhaft","0.217"
"1314","schmeichelnd","0.1874"
"1315","schmuck","0.004"
"1316","schmücken","0.004"
"1317","schnell","0.1169"
"1318","schuldlos","0.004"
"1319","schwunghaft","0.004"
"1320","schätzen","0.1175"
"1321","schön","0.0081"
"1322","sehenswert","0.0947"
"1323","selbstständig","0.004"
"1324","sensationell","0.086"
"1325","sensibel","0.098"
"1326","seriös","0.004"
"1327","sexy","0.3453"
"1328","sicher","0.3733"
"1329","sichern","0.004"
"1330","sicherstellen","0.004"
"1331","sichtbar","0.004"
"1332","simpel","0.004"
"1333","sinnvoll","0.004"
"1334","solid","0.004"
"1335","solidarisch","0.004"
"1336","sonnendurchflutet","0.004"
"1337","sonnig","0.2244"
"1338","sorgen","0.2234"
"1339","sorgenfrei","0.004"
"1340","sorgfältig","0.2119"
"1341","sorglos","0.004"
"1342","sorgsam","0.004"
"1343","souverän","0.0711"
"1344","spannend","0.7165"
"1345","sparen","0.004"
"1346","sparsam","0.0907"
"1347","spaßig","0.0969"
"1348","spektakel","0.004"
"1349","spektakulär","0.0925"
"1350","spenden","0.004"
"1351","speziell","0.004"
"1352","spielend","0.004"
"1353","spielerisch","0.2"
"1354","spitze","0.2112"
"1355","spürbar","0.004"
"1356","stabil","0.1016"
"1357","stabilisieren","0.004"
"1358","standhaft","0.004"
"1359","stark","0.004"
"1360","stattlich","0.0876"
"1361","staunen","0.004"
"1362","steigen","0.004"
"1363","steigend","0.004"
"1364","steigern","0.004"
"1365","stiften","0.004"
"1366","stilsicher","0.004"
"1367","stilvoll","0.3197"
"1368","stimulieren","0.004"
"1369","stolz","0.5161"
"1370","strahlen","0.2092"
"1371","strahlend","0.218"
"1372","stärken","0.004"
"1373","störungsfrei","0.004"
"1374","stützen","0.004"
"1375","subventionieren","0.004"
"1376","super","0.5012"
"1377","superschnell","0.004"
"1378","sympathisch","0.4529"
"1379","sympathisieren","0.004"
"1380","systematisch","0.004"
"1381","süchtig","0.0845"
"1382","süß","0.3616"
"1383","tadellos","0.309"
"1384","tadelsfrei","0.004"
"1385","talentiert","0.3218"
"1386","tatkräftig","0.004"
"1387","tauglich","0.004"
"1388","tiefgreifend","0.004"
"1389","tierisch","0.1135"
"1390","tolerant","0.1984"
"1391","tolerieren","0.004"
"1392","toll","0.5066"
"1393","top","0.3186"
"1394","toppen","0.004"
"1395","traditionell","0.004"
"1396","traditionsreich","0.004"
"1397","tragfähig","0.004"
"1398","transparent","0.004"
"1399","traumhaft","0.5665"
"1400","treffend","0.1023"
"1401","trefflich","0.004"
"1402","treu","0.3526"
"1403","triumphal","0.004"
"1404","triumphieren","0.004"
"1405","trösten","0.004"
"1406","tätig","0.004"
"1407","ultimativ","0.004"
"1408","umfangreich","0.004"
"1409","umfassend","0.004"
"1410","umgänglich","0.2129"
"1411","umjubelt","0.004"
"1412","umsichtig","0.0846"
"1413","umsorgen","0.0863"
"1414","umwerfend","0.1991"
"1415","unabhängig","0.004"
"1416","unangefochten","0.004"
"1417","unantastbar","0.004"
"1418","unaufholbar","0.004"
"1419","unbedingt","0.004"
"1420","unbegrenzt","0.004"
"1421","unberührt","0.004"
"1422","unbeschreiblich","0.1156"
"1423","unbeschwert","0.3349"
"1424","unbesiegbar","0.004"
"1425","unbestreitbar","0.004"
"1426","unbestritten","0.004"
"1427","unbezahlbar","0.004"
"1428","uneingeschränkt","0.004"
"1429","uneinholbar","0.004"
"1430","unerhört","0.004"
"1431","unermesslich","0.004"
"1432","unermeßlich","0.004"
"1433","unermüdlich","0.004"
"1434","unerreicht","0.004"
"1435","unerschrocken","0.004"
"1436","unersetzlich","0.004"
"1437","unfehlbar","0.004"
"1438","ungeahnt","0.004"
"1439","ungebrochen","0.004"
"1440","ungeteilt","0.004"
"1441","ungezwungen","0.004"
"1442","unglaublich","0.3698"
"1443","universell","0.004"
"1444","unkompliziert","0.0782"
"1445","unparteiisch","0.004"
"1446","unschlagbar","0.004"
"1447","unschuldig","0.004"
"1448","unschätzbar","0.004"
"1449","unsterblich","0.004"
"1450","unternehmerisch","0.004"
"1451","unterstützen","0.004"
"1452","untrennbar","0.004"
"1453","unumschränkt","0.004"
"1454","unumstritten","0.004"
"1455","ununterbrochen","0.004"
"1456","unvergleichbar","0.0833"
"1457","unvergleichlich","0.0967"
"1458","unverhofft","0.004"
"1459","unverkrampft","0.004"
"1460","unverwundbar","0.004"
"1461","unverzichtbar","0.004"
"1462","unwiderstehlich","0.1874"
"1463","unzweifelhaft","0.004"
"1464","unübertrefflich","0.078"
"1465","unübertroffen","0.0753"
"1466","upgraden","0.004"
"1467","verantwortlich","0.004"
"1468","verantwortungsbewußt","0.004"
"1469","verantwortungsvoll","0.004"
"1470","verbessern","0.004"
"1471","verbinden","0.004"
"1472","verbindlich","0.004"
"1473","verblüffend","0.004"
"1474","verdienen","0.0989"
"1475","verdient","0.3612"
"1476","veredeln","0.004"
"1477","verehren","0.004"
"1478","verehrt","0.004"
"1479","vereidigen","0.004"
"1480","vereinen","0.004"
"1481","vereinfachen","0.004"
"1482","vererben","0.004"
"1483","verfeinern","0.004"
"1484","verführerisch","0.004"
"1485","vergeben","0.004"
"1486","vergnügen","0.1838"
"1487","vergolden","0.004"
"1488","vergrößern","0.004"
"1489","vergöttern","0.004"
"1490","vergöttert","0.004"
"1491","verhandeln","0.004"
"1492","verheißungsvoll","0.004"
"1493","veritabel","0.004"
"1494","verlockend","0.004"
"1495","verlässlich","0.0854"
"1496","vermachen","0.004"
"1497","vermehrt","0.004"
"1498","vermitteln","0.0699"
"1499","vernünftig","0.3436"
"1500","verschlingen","0.004"
"1501","verschönern","0.004"
"1502","versichern","0.004"
"1503","versiert","0.004"
"1504","verstehen","0.0957"
"1505","verständlich","0.0978"
"1506","verstärken","0.004"
"1507","versöhnen","0.004"
"1508","versöhnlich","0.004"
"1509","verteidigen","0.004"
"1510","vertrauenerweckend","0.004"
"1511","vertrauensvoll","0.004"
"1512","vertrauenswürdig","0.004"
"1513","vertraulich","0.004"
"1514","vertraut","0.2266"
"1515","verwendbar","0.0859"
"1516","verwirklichen","0.004"
"1517","verwöhnen","0.3571"
"1518","verzeihen","0.004"
"1519","verzückt","0.004"
"1520","vielfältig","0.004"
"1521","vielseitig","0.0957"
"1522","vielversprechend","0.0849"
"1523","vital","0.2122"
"1524","vollkommen","0.0945"
"1525","vollständig","0.004"
"1526","voranbringen","0.004"
"1527","vorankommen","0.004"
"1528","vorantreiben","0.004"
"1529","vorbehaltlos","0.004"
"1530","vorbereiten","0.1036"
"1531","vorbildlich","0.3188"
"1532","vorsichtig","0.2313"
"1533","vorsorgen","0.0878"
"1534","vorsorglich","0.004"
"1535","vorteilhaft","0.004"
"1536","vorwärts","0.0961"
"1537","vorzeigbar","0.004"
"1538","vorzüglich","0.3223"
"1539","wachsam","0.0891"
"1540","wachsen","0.3607"
"1541","wachsend","0.004"
"1542","wagen","0.004"
"1543","wahr","0.2176"
"1544","wahren","0.004"
"1545","warm","0.3796"
"1546","warmherzig","0.1921"
"1547","wegweisend","0.004"
"1548","weich","0.3591"
"1549","weise","0.2244"
"1550","weiterempfehlen","0.2101"
"1551","weitgehend","0.004"
"1552","weitläufig","0.1966"
"1553","weitreichend","0.004"
"1554","weiträumig","0.004"
"1555","weitsichtig","0.004"
"1556","weltberühmt","0.004"
"1557","wertig","0.004"
"1558","wertschätzen","0.004"
"1559","wertvoll","0.357"
"1560","wichtig","0.3822"
"1561","widerstandsfähig","0.0877"
"1562","wiederaufleben","0.004"
"1563","wiederbeleben","0.004"
"1564","wiedergewinnen","0.004"
"1565","wiedergutmachen","0.004"
"1566","wiederherstellen","0.004"
"1567","wiederkehren","0.004"
"1568","wiedervereinigen","0.004"
"1569","willenstark","0.004"
"1570","willkommen","0.004"
"1571","wirksam","0.004"
"1572","wirkungsvoll","0.004"
"1573","wirtschaftlich","0.004"
"1574","witzig","0.4463"
"1575","wohlbehalten","0.0883"
"1576","wohlgeordnet","0.004"
"1577","wohlhabend","0.201"
"1578","wohlig","0.32"
"1579","wohltuend","0.2113"
"1580","wohltätig","0.004"
"1581","wohlwollend","0.004"
"1582","wohnlich","0.0885"
"1583","wunderbar","0.7234"
"1584","wundersam","0.004"
"1585","wunderschön","0.7048"
"1586","wundervoll","0.308"
"1587","wunschgemäß","0.004"
"1588","wärmen","0.1956"
"1589","wärmstens","0.004"
"1590","wünschenswert","0.004"
"1591","würdevoll","0.004"
"1592","würdig","0.0801"
"1593","würdigen","0.2056"
"1594","zauberhaft","0.004"
"1595","zeitsparend","0.004"
"1596","zielgerichtet","0.004"
"1597","zielstrebig","0.1955"
"1598","zivilisiert","0.004"
"1599","zufließen","0.004"
"1600","zufrieden","0.393"
"1601","zufriedenstellend","0.004"
"1602","zufügen","0.004"
"1603","zugeben","0.004"
"1604","zugreifen","0.004"
"1605","zugänglich","0.004"
"1606","zukunftsweisend","0.0859"
"1607","zulegen","0.0922"
"1608","zulässig","0.004"
"1609","zurückgewinnen","0.004"
"1610","zusammenhalten","0.0834"
"1611","zuschießen","0.004"
"1612","zustimmen","0.004"
"1613","zuverlässig","0.2052"
"1614","zuversichtlich","0.2179"
"1615","zuvorkommend","0.6669"
"1616","zweifellos","0.0839"
"1617","Übereinkunft","0.004"
"1618","Übereinstimmung","0.004"
"1619","Überfluß","0.004"
"1620","Überlegenheit","0.004"
"1621","Überlegung","0.004"
"1622","Überparteilichkeit","0.004"
"1623","Überschaubarkeit","0.004"
"1624","Überschwänglichkeit","0.004"
"1625","Überzeugung","0.004"
"1626","ästhetisch","0.2038"
"1627","überdurchschnittlich","0.09"
"1628","überglücklich","0.004"
"1629","übergroß","0.004"
"1630","überholen","0.004"
"1631","überleben","0.004"
"1632","überlegen","0.004"
"1633","überlegt","0.004"
"1634","übermenschlich","0.004"
"1635","überragend","0.004"
"1636","überraschend","0.004"
"1637","überrascht","0.2438"
"1638","überrunden","0.004"
"1639","überschaubar","0.004"
"1640","überschwänglich","0.004"
"1641","überschäumen","0.004"
"1642","übersichtlich","0.2253"
"1643","übertreffen","0.004"
"1644","überwinden","0.004"
